EMP NO,TRAINING CODE
STAFF-2486,14
STAFF-2486,12
STAFF-2486,14
STAFF-2488,3
STAFF-2488,19
STAFF-2489,8
STAFF-2489,15
STAFF-2489,12
STAFF-2490,10
STAFF-2490,17
STAFF-2491,18
STAFF-2491,15
STAFF-2491,9
STAFF-2492,8
STAFF-2492,19
STAFF-2492,7
STAFF-2492,8
STAFF-2492,6
STAFF-2493,20
STAFF-2493,6
STAFF-2493,3
STAFF-2493,6
STAFF-2493,20
STAFF-2494,12
STAFF-2494,6
STAFF-2494,11
STAFF-2495,6
STAFF-2495,8
STAFF-2495,13
STAFF-2496,16
STAFF-2496,2
STAFF-2497,13
STAFF-2497,5
STAFF-2498,6
STAFF-2498,12
STAFF-2498,1
STAFF-2499,8
STAFF-2499,18
STAFF-2499,16
STAFF-2499,5
STAFF-2499,8
STAFF-2500,20
STAFF-2500,12
STAFF-2501,7
STAFF-2501,13
STAFF-2502,19
STAFF-2502,2
STAFF-2503,8
STAFF-2503,2
STAFF-2504,19
STAFF-2504,9
STAFF-2504,4
STAFF-2504,8
STAFF-2504,17
STAFF-2504,15
STAFF-2505,13
STAFF-2505,20
STAFF-2506,20
STAFF-2506,4
STAFF-2507,1
STAFF-2507,15
STAFF-2507,6
STAFF-2507,18
STAFF-2507,20
STAFF-2507,17
STAFF-2508,10
STAFF-2508,11
STAFF-2508,14
STAFF-2509,9
STAFF-2509,20
STAFF-2510,13
STAFF-2510,18
STAFF-2510,10
STAFF-2511,19
STAFF-2511,2
STAFF-2511,10
STAFF-2511,5
STAFF-2511,11
STAFF-2511,12
STAFF-2512,2
STAFF-2512,20
STAFF-2512,2
STAFF-2513,7
STAFF-2513,9
STAFF-2513,13
STAFF-2514,18
STAFF-2514,10
STAFF-2515,2
STAFF-2515,13
STAFF-2515,16
STAFF-2516,1
STAFF-2516,9
STAFF-2516,10
STAFF-2517,10
STAFF-2517,10
STAFF-2517,15
STAFF-2517,8
STAFF-2517,20
STAFF-2518,20
STAFF-2518,11
STAFF-2518,14
STAFF-2519,16
STAFF-2519,7
STAFF-2519,2
STAFF-2520,13
STAFF-2520,16
STAFF-2521,15
STAFF-2521,8
STAFF-2521,20
STAFF-2522,10
STAFF-2522,6
STAFF-2522,1
STAFF-2522,15
STAFF-2522,15
STAFF-2523,16
STAFF-2523,11
STAFF-2524,5
STAFF-2524,19
STAFF-2524,16
STAFF-2525,11
STAFF-2525,18
STAFF-2526,18
STAFF-2527,17
STAFF-2527,17
STAFF-2528,9
STAFF-2528,3
STAFF-2529,15
STAFF-2529,8
STAFF-2529,7
STAFF-2529,13
STAFF-2530,19
STAFF-2530,7
STAFF-2530,11
STAFF-2531,8
STAFF-2531,15
STAFF-2532,3
STAFF-2532,3
STAFF-2532,15
STAFF-2533,12
STAFF-2533,13
STAFF-2534,9
STAFF-2534,12
STAFF-2534,14
STAFF-2535,15
STAFF-2535,20
STAFF-2536,11
STAFF-2536,11
STAFF-2537,6
STAFF-2537,1
STAFF-2537,3
STAFF-2538,19
STAFF-2538,3
STAFF-2538,5
STAFF-2539,16
STAFF-2539,6
STAFF-2539,12
STAFF-2539,10
STAFF-2539,4
STAFF-2540,17
STAFF-2540,6
STAFF-2540,8
STAFF-2540,12
STAFF-2540,10
STAFF-2541,12
STAFF-2541,4
STAFF-2541,2
STAFF-2541,19
STAFF-2541,5
STAFF-2542,16
STAFF-2542,8
STAFF-2542,12
STAFF-2543,11
STAFF-2543,17
STAFF-2544,15
STAFF-2544,4
STAFF-2544,6
STAFF-2545,18
STAFF-2545,15
STAFF-2546,6
STAFF-2546,13
STAFF-2546,4
STAFF-2547,4
STAFF-2548,17
STAFF-2548,1
STAFF-2549,17
STAFF-2549,20
STAFF-2549,17
STAFF-2550,10
STAFF-2550,17
STAFF-2550,6
STAFF-2550,10
STAFF-2551,13
STAFF-2551,2
STAFF-2551,17
STAFF-2551,5
STAFF-2551,2
STAFF-2551,19
STAFF-2552,17
STAFF-2552,20
STAFF-2552,20
STAFF-2552,20
STAFF-2552,14
STAFF-2553,4
STAFF-2553,20
STAFF-2554,4
STAFF-2554,2
STAFF-2555,1
STAFF-2555,16
STAFF-2556,6
STAFF-2556,18
STAFF-2557,6
STAFF-2557,15
STAFF-2557,2
STAFF-2557,16
STAFF-2558,19
STAFF-2558,2
STAFF-2558,9
STAFF-2559,5
STAFF-2559,15
STAFF-2560,15
STAFF-2560,11
STAFF-2561,8
STAFF-2561,17
STAFF-2561,17
STAFF-2562,18
STAFF-2562,11
STAFF-2562,17
STAFF-2562,11
STAFF-2562,11
STAFF-2563,4
STAFF-2563,13
STAFF-2563,11
STAFF-2564,11
STAFF-2564,15
STAFF-2565,8
STAFF-2565,4
STAFF-2566,13
STAFF-2566,11
STAFF-2566,8
STAFF-2567,18
STAFF-2567,2
STAFF-2567,14
STAFF-2568,19
STAFF-2568,7
STAFF-2569,12
STAFF-2569,9
STAFF-2569,11
STAFF-2570,11
STAFF-2570,20
STAFF-2570,17
STAFF-2571,6
STAFF-2571,13
STAFF-2572,4
STAFF-2572,20
STAFF-2574,19
STAFF-2574,4
STAFF-2574,19
STAFF-2575,6
STAFF-2575,15
STAFF-2575,16
STAFF-2576,6
STAFF-2576,19
STAFF-2577,2
STAFF-2577,14
STAFF-2577,7
STAFF-2577,18
STAFF-2577,15
STAFF-2577,2
STAFF-2578,13
STAFF-2578,17
STAFF-2578,19
STAFF-2579,9
STAFF-2579,2
STAFF-2579,19
STAFF-2580,1
STAFF-2581,16
STAFF-2581,3
STAFF-2581,14
STAFF-2582,2
STAFF-2582,2
STAFF-2582,10
STAFF-2583,16
STAFF-2583,3
STAFF-2583,18
STAFF-2584,17
STAFF-2584,14
STAFF-2584,15
STAFF-2585,20
STAFF-2585,13
STAFF-2585,11
STAFF-2585,6
STAFF-2586,4
STAFF-2586,14
STAFF-2586,9
STAFF-2587,16
STAFF-2587,18
STAFF-2589,7
STAFF-2589,3
STAFF-2589,14
STAFF-2589,10
STAFF-2589,8
STAFF-2589,8
STAFF-2590,6
STAFF-2590,7
STAFF-2591,5
STAFF-2591,13
STAFF-2591,10
STAFF-2592,7
STAFF-2592,1
STAFF-2593,2
STAFF-2593,6
STAFF-2593,13
STAFF-2593,4
STAFF-2593,12
STAFF-2594,11
STAFF-2594,8
STAFF-2594,16
STAFF-2595,17
STAFF-2595,12
STAFF-2596,4
STAFF-2596,18
STAFF-2596,2
STAFF-2596,11
STAFF-2597,14
STAFF-2597,19
STAFF-2597,2
STAFF-2598,12
STAFF-2598,2
STAFF-2598,15
STAFF-2599,12
STAFF-2599,16
STAFF-2599,19
STAFF-2599,6
STAFF-2599,11
STAFF-2600,12
STAFF-2601,15
STAFF-2601,5
STAFF-2602,19
STAFF-2602,14
STAFF-2602,15
STAFF-2603,14
STAFF-2603,11
STAFF-2604,16
STAFF-2604,4
STAFF-2604,18
STAFF-2605,1
STAFF-2605,5
STAFF-2605,12
STAFF-2606,4
STAFF-2606,6
STAFF-2606,19
STAFF-2606,5
STAFF-2609,13
STAFF-2609,14
STAFF-2609,14
STAFF-2609,11
STAFF-2610,13
STAFF-2610,10
STAFF-2610,13
STAFF-2611,4
STAFF-2611,15
STAFF-2611,11
STAFF-2612,12
STAFF-2612,13
STAFF-2612,12
STAFF-2613,3
STAFF-2613,3
STAFF-2613,15
STAFF-2613,15
STAFF-2614,5
STAFF-2614,11
STAFF-2614,17
STAFF-2614,9
STAFF-2615,8
STAFF-2615,10
STAFF-2616,3
STAFF-2616,15
STAFF-2616,15
STAFF-2617,8
STAFF-2617,20
STAFF-2618,9
STAFF-2618,2
STAFF-2619,11
STAFF-2619,10
STAFF-2620,19
STAFF-2620,19
STAFF-2620,4
STAFF-2621,9
STAFF-2621,19
STAFF-2622,2
STAFF-2622,17
STAFF-2622,7
STAFF-2623,10
STAFF-2623,19
STAFF-2624,3
STAFF-2624,15
STAFF-2624,16
STAFF-2625,5
STAFF-2625,1
STAFF-2625,7
STAFF-2625,16
STAFF-2625,6
STAFF-2625,19
STAFF-2626,4
STAFF-2626,14
STAFF-2626,18
STAFF-2626,20
STAFF-2626,4
STAFF-2628,2
STAFF-2629,7
STAFF-2629,12
STAFF-2630,9
STAFF-2630,19
STAFF-2631,14
STAFF-2631,4
STAFF-2632,14
STAFF-2632,6
STAFF-2632,16
STAFF-2633,1
STAFF-2633,10
STAFF-2633,16
STAFF-2634,13
STAFF-2634,13
STAFF-2634,20
STAFF-2635,18
STAFF-2635,6
STAFF-2636,12
STAFF-2636,2
STAFF-2637,5
STAFF-2637,16
STAFF-2637,7
STAFF-2638,20
STAFF-2638,11
STAFF-2638,15
STAFF-2638,5
STAFF-2638,20
STAFF-2639,14
STAFF-2639,11
STAFF-2639,18
STAFF-2640,18
STAFF-2640,20
STAFF-2640,19
STAFF-2640,1
STAFF-2640,17
STAFF-2641,13
STAFF-2641,20
STAFF-2641,15
STAFF-2642,13
STAFF-2642,3
STAFF-2642,10
STAFF-2642,9
STAFF-2642,9
STAFF-2642,13
STAFF-2643,16
STAFF-2643,3
STAFF-2643,9
STAFF-2644,11
STAFF-2645,11
STAFF-2645,14
STAFF-2645,10
STAFF-2645,18
STAFF-2645,13
STAFF-2646,10
STAFF-2647,3
STAFF-2647,6
STAFF-2647,18
STAFF-2648,7
STAFF-2649,19
STAFF-2649,1
STAFF-2650,13
STAFF-2650,19
STAFF-2651,14
STAFF-2651,12
STAFF-2651,2
STAFF-2652,16
STAFF-2652,17
STAFF-2653,19
STAFF-2653,11
STAFF-2653,7
STAFF-2654,3
STAFF-2654,4
STAFF-2655,16
STAFF-2655,2
STAFF-2656,17
STAFF-2656,10
STAFF-2656,16
STAFF-2657,15
STAFF-2657,13
STAFF-2657,11
STAFF-2657,6
STAFF-2657,18
STAFF-2657,19
STAFF-2658,2
STAFF-2658,3
STAFF-2659,20
STAFF-2659,19
STAFF-2660,2
STAFF-2660,14
STAFF-2660,7
STAFF-2661,8
STAFF-2661,9
STAFF-2662,20
STAFF-2662,2
STAFF-2662,11
STAFF-2662,12
STAFF-2663,6
STAFF-2663,17
STAFF-2664,11
STAFF-2664,19
STAFF-2664,16
STAFF-2664,16
STAFF-2665,17
STAFF-2665,17
STAFF-2666,11
STAFF-2666,10
STAFF-2667,1
STAFF-2667,2
STAFF-2667,13
STAFF-2667,7
STAFF-2667,2
STAFF-2668,16
STAFF-2668,16
STAFF-2668,18
STAFF-2669,11
STAFF-2669,6
STAFF-2670,6
STAFF-2670,14
STAFF-2670,17
STAFF-2670,8
STAFF-2670,20
STAFF-2670,20
STAFF-2671,9
STAFF-2671,10
STAFF-2671,2
STAFF-2672,15
STAFF-2672,17
STAFF-2673,13
STAFF-2673,17
STAFF-2674,9
STAFF-2674,12
STAFF-2675,14
STAFF-2675,14
STAFF-2675,7
STAFF-2676,2
STAFF-2676,11
STAFF-2677,20
STAFF-2677,3
STAFF-2678,16
STAFF-2678,17
STAFF-2678,13
STAFF-2678,15
STAFF-2679,16
STAFF-2679,4
STAFF-2679,3
STAFF-2680,15
STAFF-2680,11
STAFF-2680,13
STAFF-2681,10
STAFF-2681,13
STAFF-2682,8
STAFF-2682,14
STAFF-2682,6
STAFF-2682,18
STAFF-2682,2
STAFF-2682,17
STAFF-2683,20
STAFF-2683,2
STAFF-2684,9
STAFF-2684,7
STAFF-2684,15
STAFF-2684,12
STAFF-2684,7
STAFF-2685,2
STAFF-2685,1
STAFF-2686,14
STAFF-2686,9
STAFF-2686,5
STAFF-2686,2
STAFF-2686,2
STAFF-2687,5
STAFF-2687,11
STAFF-2688,4
STAFF-2688,1
STAFF-2688,16
STAFF-2689,11
STAFF-2689,5
STAFF-2689,10
STAFF-2689,15
STAFF-2689,8
STAFF-2690,7
STAFF-2690,3
STAFF-2690,20
STAFF-2691,10
STAFF-2691,4
STAFF-2691,18
STAFF-2691,1
STAFF-2691,18
STAFF-2692,17
STAFF-2692,3
STAFF-2692,20
STAFF-2692,5
STAFF-2692,14
STAFF-2692,15
STAFF-2693,9
STAFF-2694,6
STAFF-2694,14
STAFF-2694,14
STAFF-2695,11
STAFF-2695,20
STAFF-2696,15
STAFF-2696,11
STAFF-2697,11
STAFF-2697,11
STAFF-2697,3
STAFF-2698,16
STAFF-2698,1
STAFF-2698,2
STAFF-2699,17
STAFF-2699,19
STAFF-2700,4
STAFF-2700,13
STAFF-2700,9
STAFF-2701,10
STAFF-2701,10
STAFF-2701,20
STAFF-2702,5
STAFF-2702,16
STAFF-2702,13
STAFF-2703,2
STAFF-2703,6
STAFF-2704,6
STAFF-2705,6
STAFF-2705,13
STAFF-2705,8
STAFF-2706,1
STAFF-2706,7
STAFF-2707,11
STAFF-2707,1
STAFF-2707,16
STAFF-2708,13
STAFF-2708,11
STAFF-2708,14
STAFF-2709,11
STAFF-2709,12
STAFF-2709,6
STAFF-2710,9
STAFF-2710,18
STAFF-2711,2
STAFF-2711,1
STAFF-2712,1
STAFF-2712,12
STAFF-2712,10
STAFF-2712,3
STAFF-2713,7
STAFF-2713,2
STAFF-2714,11
STAFF-2714,11
STAFF-2714,20
STAFF-2715,1
STAFF-2715,15
STAFF-2715,7
STAFF-2715,6
STAFF-2716,13
STAFF-2716,12
STAFF-2716,20
STAFF-2717,6
STAFF-2717,15
STAFF-2717,12
STAFF-2717,6
STAFF-2717,9
STAFF-2718,10
STAFF-2718,3
STAFF-2718,4
STAFF-2718,1
STAFF-2718,9
STAFF-2719,10
STAFF-2719,15
STAFF-2720,15
STAFF-2720,20
STAFF-2720,8
STAFF-2721,14
STAFF-2721,3
STAFF-2722,6
STAFF-2722,14
STAFF-2722,19
STAFF-2723,1
STAFF-2723,12
STAFF-2724,10
STAFF-2724,6
STAFF-2725,1
STAFF-2725,10
STAFF-2725,2
STAFF-2725,8
STAFF-2726,12
STAFF-2726,17
STAFF-2726,10
STAFF-2726,12
STAFF-2727,20
STAFF-2727,19
STAFF-2728,8
STAFF-2728,9
STAFF-2728,9
STAFF-2728,1
STAFF-2729,14
STAFF-2729,6
STAFF-2730,16
STAFF-2730,1
STAFF-2730,1
STAFF-2731,14
STAFF-2731,18
STAFF-2731,1
STAFF-2732,15
STAFF-2732,19
STAFF-2732,2
STAFF-2732,1
STAFF-2732,9
STAFF-2732,9
STAFF-2733,7
STAFF-2733,17
STAFF-2733,11
STAFF-2734,10
STAFF-2734,17
STAFF-2735,16
STAFF-2735,14
STAFF-2735,4
STAFF-2735,20
STAFF-2735,4
STAFF-2735,7
STAFF-2736,20
STAFF-2736,20
STAFF-2737,8
STAFF-2737,7
STAFF-2737,14
STAFF-2737,10
STAFF-2738,15
STAFF-2738,18
STAFF-2738,3
STAFF-2739,9
STAFF-2739,4
STAFF-2739,10
STAFF-2740,15
STAFF-2740,19
STAFF-2741,3
STAFF-2741,1
STAFF-2741,5
STAFF-2742,13
STAFF-2742,8
STAFF-2743,3
STAFF-2743,4
STAFF-2744,14
STAFF-2744,13
STAFF-2744,17
STAFF-2745,3
STAFF-2745,20
STAFF-2745,8
STAFF-2745,16
STAFF-2746,12
STAFF-2746,15
STAFF-2746,6
STAFF-2746,16
STAFF-2747,14
STAFF-2747,12
STAFF-2748,19
STAFF-2748,1
STAFF-2748,2
STAFF-2749,10
STAFF-2749,9
STAFF-2749,5
STAFF-2750,16
STAFF-2750,2
STAFF-2751,20
STAFF-2751,4
STAFF-2751,3
STAFF-2752,14
STAFF-2752,2
STAFF-2753,13
STAFF-2753,19
STAFF-2753,2
STAFF-2754,13
STAFF-2754,14
STAFF-2754,14
STAFF-2755,4
STAFF-2755,6
STAFF-2756,3
STAFF-2756,4
STAFF-2756,11
STAFF-2757,13
STAFF-2757,6
STAFF-2757,18
STAFF-2758,7
STAFF-2758,6
STAFF-2758,10
STAFF-2759,17
STAFF-2759,4
STAFF-2759,9
STAFF-2760,2
STAFF-2760,17
STAFF-2760,11
STAFF-2761,10
STAFF-2761,5
STAFF-2762,2
STAFF-2762,14
STAFF-2763,15
STAFF-2763,18
STAFF-2764,3
STAFF-2764,6
STAFF-2765,15
STAFF-2765,19
STAFF-2765,10
STAFF-2765,9
STAFF-2765,15
STAFF-2766,9
STAFF-2766,16
STAFF-2768,3
STAFF-2768,11
STAFF-2769,18
STAFF-2769,6
STAFF-2769,1
STAFF-2770,9
STAFF-2770,10
STAFF-2770,17
STAFF-2771,1
STAFF-2771,7
STAFF-2772,10
STAFF-2772,20
STAFF-2772,17
STAFF-2772,2
STAFF-2772,11
STAFF-2773,19
STAFF-2773,15
STAFF-2774,9
STAFF-2774,4
STAFF-2775,2
STAFF-2775,1
STAFF-2775,20
STAFF-2776,4
STAFF-2776,4
STAFF-2777,19
STAFF-2778,17
STAFF-2778,2
STAFF-2778,12
STAFF-2779,14
STAFF-2779,5
STAFF-2779,15
STAFF-2779,16
STAFF-2780,17
STAFF-2780,11
STAFF-2780,18
STAFF-2781,16
STAFF-2781,11
STAFF-2781,10
STAFF-2782,5
STAFF-2782,7
STAFF-2783,10
STAFF-2783,12
STAFF-2783,10
STAFF-2783,2
STAFF-2783,20
STAFF-2783,13
STAFF-2784,2
STAFF-2784,15
STAFF-2784,8
STAFF-2785,17
STAFF-2785,4
STAFF-2785,13
STAFF-2785,5
STAFF-2785,7
STAFF-2786,13
STAFF-2786,6
STAFF-2786,18
STAFF-2786,2
STAFF-2787,11
STAFF-2787,9
STAFF-2787,1
STAFF-2788,20
STAFF-2788,9
STAFF-2789,8
STAFF-2789,2
STAFF-2789,17
STAFF-2790,15
STAFF-2790,5
STAFF-2790,19
STAFF-2791,19
STAFF-2791,14
STAFF-2791,9
STAFF-2791,9
STAFF-2791,10
STAFF-2791,19
STAFF-2792,6
STAFF-2792,11
STAFF-2793,20
STAFF-2793,13
STAFF-2794,1
STAFF-2794,11
STAFF-2794,17
STAFF-2795,6
STAFF-2795,20
STAFF-2796,6
STAFF-2796,13
STAFF-2796,13
STAFF-2797,4
STAFF-2797,1
STAFF-2797,16
STAFF-2798,17
STAFF-2798,20
STAFF-2799,8
STAFF-2799,7
STAFF-2799,17
STAFF-2799,2
STAFF-2799,3
STAFF-2800,16
STAFF-2800,17
STAFF-2800,6
STAFF-2800,20
STAFF-2800,7
STAFF-2801,17
STAFF-2801,18
STAFF-2801,19
STAFF-2802,20
STAFF-2802,2
STAFF-2802,10
STAFF-2803,3
STAFF-2803,14
STAFF-2803,7
STAFF-2803,19
STAFF-2803,3
STAFF-2803,5
STAFF-2804,1
STAFF-2804,18
STAFF-2804,4
STAFF-2805,13
STAFF-2805,5
STAFF-2805,14
STAFF-2806,7
STAFF-2806,2
STAFF-2806,3
STAFF-2806,14
STAFF-2806,19
STAFF-2807,14
STAFF-2807,19
STAFF-2807,15
STAFF-2808,12
STAFF-2808,20
STAFF-2808,10
STAFF-2808,19
STAFF-2808,1
STAFF-2809,1
STAFF-2809,11
STAFF-2810,19
STAFF-2810,17
STAFF-2811,12
STAFF-2811,16
STAFF-2811,10
STAFF-2812,8
STAFF-2812,10
STAFF-2812,17
STAFF-2813,14
STAFF-2814,6
STAFF-2814,10
STAFF-2814,18
STAFF-2814,13
STAFF-2814,19
STAFF-2816,15
STAFF-2816,2
STAFF-2816,8
STAFF-2816,1
STAFF-2817,18
STAFF-2817,16
STAFF-2818,13
STAFF-2818,16
STAFF-2819,7
STAFF-2819,11
STAFF-2819,17
STAFF-2819,4
STAFF-2819,10
STAFF-2819,13
STAFF-2820,16
STAFF-2820,6
STAFF-2820,6
STAFF-2821,15
STAFF-2821,15
STAFF-2821,7
STAFF-2821,14
STAFF-2821,18
STAFF-2822,13
STAFF-2822,12
STAFF-2822,9
STAFF-2823,15
STAFF-2823,7
STAFF-2824,12
STAFF-2824,5
STAFF-2824,1
STAFF-2825,5
STAFF-2825,3
STAFF-2826,10
STAFF-2826,8
STAFF-2826,2
STAFF-2826,12
STAFF-2826,5
STAFF-2826,19
STAFF-2827,5
STAFF-2827,16
STAFF-2827,8
STAFF-2828,19
STAFF-2828,9
STAFF-2828,20
STAFF-2829,16
STAFF-2829,9
STAFF-2830,18
STAFF-2830,12
STAFF-2831,15
STAFF-2831,19
STAFF-2831,13
STAFF-2832,20
STAFF-2832,8
STAFF-2832,2
STAFF-2833,17
STAFF-2833,20
STAFF-2833,2
STAFF-2834,5
STAFF-2834,5
STAFF-2834,15
STAFF-2835,12
STAFF-2835,20
STAFF-2835,18
STAFF-2836,12
STAFF-2836,3
STAFF-2836,4
STAFF-2836,5
STAFF-2836,16
STAFF-2837,20
STAFF-2838,1
STAFF-2838,19
STAFF-2839,2
STAFF-2839,13
STAFF-2839,7
STAFF-2840,2
STAFF-2840,11
STAFF-2840,5
STAFF-2840,2
STAFF-2840,7
STAFF-2841,19
STAFF-2841,4
STAFF-2841,11
STAFF-2842,11
STAFF-2842,4
STAFF-2843,20
STAFF-2843,10
STAFF-2844,10
STAFF-2844,7
STAFF-2845,8
STAFF-2845,16
STAFF-2845,19
STAFF-2846,4
STAFF-2846,20
STAFF-2847,1
STAFF-2847,19
STAFF-2847,6
STAFF-2848,3
STAFF-2848,14
STAFF-2848,20
STAFF-2848,6
STAFF-2849,6
STAFF-2849,17
STAFF-2851,6
STAFF-2851,18
STAFF-2852,14
STAFF-2852,13
STAFF-2852,4
STAFF-2852,20
STAFF-2853,13
STAFF-2853,9
STAFF-2853,6
STAFF-3,2
STAFF-3,12
STAFF-3,7
STAFF-4,5
STAFF-4,7
STAFF-4,9
STAFF-5,16
STAFF-5,17
STAFF-5,19
STAFF-6,16
STAFF-6,9
STAFF-7,8
STAFF-7,1
STAFF-7,10
STAFF-8,10
STAFF-8,4
STAFF-9,8
STAFF-9,17
STAFF-10,4
STAFF-10,19
STAFF-10,10
STAFF-11,13
STAFF-11,8
STAFF-11,8
STAFF-11,15
STAFF-11,6
STAFF-12,20
STAFF-12,3
STAFF-12,17
STAFF-13,15
STAFF-14,1
STAFF-14,4
STAFF-15,14
STAFF-15,4
STAFF-15,4
STAFF-15,14
STAFF-16,13
STAFF-17,2
STAFF-17,15
STAFF-17,4
STAFF-17,1
STAFF-17,20
STAFF-18,17
STAFF-18,3
STAFF-19,19
STAFF-19,20
STAFF-19,1
STAFF-20,8
STAFF-20,14
STAFF-20,5
STAFF-21,12
STAFF-21,20
STAFF-21,5
STAFF-21,11
STAFF-21,11
STAFF-22,8
STAFF-22,3
STAFF-22,19
STAFF-22,3
STAFF-23,5
STAFF-23,6
STAFF-23,8
STAFF-23,15
STAFF-24,15
STAFF-24,14
STAFF-24,7
STAFF-24,13
STAFF-24,11
STAFF-24,4
STAFF-25,5
STAFF-25,19
STAFF-27,18
STAFF-27,8
STAFF-27,16
STAFF-27,8
STAFF-27,11
STAFF-34,12
STAFF-34,17
STAFF-34,5
STAFF-34,5
STAFF-34,3
STAFF-34,10
STAFF-35,8
STAFF-35,16
STAFF-37,17
STAFF-37,2
STAFF-43,20
STAFF-43,19
STAFF-51,13
STAFF-51,5
STAFF-52,20
STAFF-52,4
STAFF-52,19
STAFF-90,2
STAFF-90,15
STAFF-90,8
STAFF-101,17
STAFF-101,14
STAFF-101,14
STAFF-103,13
STAFF-103,14
STAFF-103,13
STAFF-103,11
STAFF-103,20
STAFF-108,7
STAFF-112,16
STAFF-112,7
STAFF-112,11
STAFF-123,1
STAFF-123,14
STAFF-125,1
STAFF-125,13
STAFF-125,8
STAFF-127,1
STAFF-127,1
STAFF-127,1
STAFF-128,4
STAFF-128,3
STAFF-133,8
STAFF-133,19
STAFF-137,2
STAFF-137,9
STAFF-141,4
STAFF-141,13
STAFF-172,10
STAFF-172,6
STAFF-172,17
STAFF-172,18
STAFF-172,18
STAFF-178,17
STAFF-178,5
STAFF-178,9
STAFF-183,15
STAFF-183,20
STAFF-183,8
STAFF-183,2
STAFF-183,3
STAFF-193,19
STAFF-205,18
STAFF-205,1
STAFF-206,6
STAFF-206,3
STAFF-206,5
STAFF-211,12
STAFF-211,6
STAFF-215,13
STAFF-215,11
STAFF-215,16
STAFF-215,8
STAFF-215,10
STAFF-217,17
STAFF-217,3
STAFF-217,7
STAFF-217,16
STAFF-217,16
STAFF-218,6
STAFF-230,7
STAFF-230,13
STAFF-230,14
STAFF-235,7
STAFF-235,5
STAFF-237,12
STAFF-237,12
STAFF-237,7
STAFF-240,20
STAFF-240,16
STAFF-251,5
STAFF-251,10
STAFF-251,5
STAFF-251,10
STAFF-251,3
STAFF-260,9
STAFF-260,4
STAFF-265,4
STAFF-265,19
STAFF-265,5
STAFF-265,2
STAFF-265,14
STAFF-272,1
STAFF-272,19
STAFF-289,8
STAFF-289,20
STAFF-297,20
STAFF-297,1
STAFF-318,1
STAFF-318,20
STAFF-318,5
STAFF-324,13
STAFF-324,4
STAFF-324,2
STAFF-324,20
STAFF-328,6
STAFF-328,17
STAFF-328,20
STAFF-337,14
STAFF-337,6
STAFF-337,19
STAFF-337,16
STAFF-358,3
STAFF-358,13
STAFF-358,7
STAFF-364,15
STAFF-364,5
STAFF-367,8
STAFF-367,18
STAFF-367,12
STAFF-367,14
STAFF-367,5
STAFF-369,8
STAFF-369,7
STAFF-369,17
STAFF-369,4
STAFF-369,12
STAFF-369,19
STAFF-379,17
STAFF-379,10
STAFF-379,7
STAFF-383,15
STAFF-383,2
STAFF-386,8
STAFF-386,14
STAFF-386,6
STAFF-386,2
STAFF-406,19
STAFF-406,9
STAFF-406,13
STAFF-406,4
STAFF-406,4
STAFF-415,15
STAFF-415,8
STAFF-415,14
STAFF-415,5
STAFF-416,14
STAFF-416,8
STAFF-416,5
STAFF-422,15
STAFF-422,9
STAFF-423,5
STAFF-423,18
STAFF-423,14
STAFF-436,16
STAFF-436,9
STAFF-437,10
STAFF-437,6
STAFF-440,5
STAFF-440,6
STAFF-441,13
STAFF-441,13
STAFF-444,15
STAFF-444,12
STAFF-444,10
STAFF-454,3
STAFF-454,2
STAFF-458,19
STAFF-458,16
STAFF-458,7
STAFF-464,13
STAFF-464,13
STAFF-464,20
STAFF-470,8
STAFF-470,6
STAFF-480,1
STAFF-480,13
STAFF-480,20
STAFF-480,19
STAFF-481,8
STAFF-481,6
STAFF-483,12
STAFF-483,2
STAFF-496,18
STAFF-496,1
STAFF-496,16
STAFF-505,5
STAFF-505,18
STAFF-505,5
STAFF-505,17
STAFF-514,7
STAFF-514,17
STAFF-514,14
STAFF-514,9
STAFF-514,4
STAFF-515,13
STAFF-515,9
STAFF-515,19
STAFF-526,3
STAFF-526,3
STAFF-526,13
STAFF-529,11
STAFF-529,2
STAFF-529,11
STAFF-529,16
STAFF-541,5
STAFF-541,16
STAFF-541,5
STAFF-541,20
STAFF-548,4
STAFF-548,7
STAFF-563,11
STAFF-563,18
STAFF-567,10
STAFF-567,7
STAFF-569,16
STAFF-569,8
STAFF-574,9
STAFF-574,6
STAFF-586,20
STAFF-586,2
STAFF-590,13
STAFF-592,16
STAFF-592,17
STAFF-592,13
STAFF-596,16
STAFF-596,14
STAFF-599,16
STAFF-599,1
STAFF-599,20
STAFF-608,3
STAFF-608,11
STAFF-608,10
STAFF-609,11
STAFF-609,10
STAFF-609,11
STAFF-615,3
STAFF-615,5
STAFF-637,14
STAFF-637,13
STAFF-637,6
STAFF-646,1
STAFF-646,7
STAFF-646,9
STAFF-657,5
STAFF-657,17
STAFF-661,3
STAFF-661,9
STAFF-661,5
STAFF-663,2
STAFF-663,1
STAFF-663,5
STAFF-664,7
STAFF-664,17
STAFF-664,8
STAFF-667,11
STAFF-667,15
STAFF-667,11
STAFF-668,17
STAFF-670,16
STAFF-670,13
STAFF-684,12
STAFF-684,17
STAFF-689,12
STAFF-689,12
STAFF-689,16
STAFF-690,4
STAFF-690,1
STAFF-694,7
STAFF-694,1
STAFF-694,8
STAFF-694,4
STAFF-694,7
STAFF-694,14
STAFF-696,10
